rank,word,similarity
614,impala,0.35572146
615,squeteague,0.35570187
616,barniest,0.35569711
617,henequin,0.35561487
618,movie,0.35558705
619,hopper,0.35551386
620,shark,0.35531264
621,humpback,0.35525773
622,bestriding,0.35519061
623,engine,0.35515014
624,waitress,0.35514327
625,coronet,0.35510603
626,motorcar,0.35494398
627,marrano,0.35493348
628,hooey,0.35485772
629,ferret,0.35482606
630,bow,0.35474087
631,wheelbarrow,0.35471596
632,fer,0.35470227
633,ponytail,0.35466635
634,creature,0.35455800
635,windhover,0.35444217
636,rotch,0.35442501
637,caprioling,0.35437484
638,hellcat,0.35437031
639,straightbred,0.35427394
640,stockcar,0.35424046
641,humped,0.35410938
642,tract,0.35406851
643,hoarsest,0.35405811
644,untame,0.35381346
645,trainer,0.35378737
646,henhouse,0.35369702
647,motorbike,0.35355020
648,thro,0.35346542
649,tusker,0.35343588
650,jump,0.35341059
651,hun,0.35339388
652,country,0.35329481
653,borrow,0.35328790
654,bayard,0.35327909
655,scooter,0.35323288
656,chukker,0.35317496
657,hedgehog,0.35315742
658,ported,0.35309166
659,baby,0.35308006
660,rhinoceri,0.35300078
661,puppy,0.35299462
662,ponce,0.35299163
663,zoo,0.35293094
664,porcupine,0.35281588
665,stockbreeder,0.35276804
666,computer,0.35268411
667,humpless,0.35265583
668,braying,0.35264995
669,whorehouse,0.35261954
670,pork,0.35251459
671,manatee,0.35250077
672,tapir,0.35240583
673,bonus,0.35235313
674,farmyard,0.35233505
675,trad,0.35232617
676,furlong,0.35227632
677,boy,0.35225111
678,shit,0.35209334
679,saddlery,0.35208223
680,halterbroke,0.35201879
681,calvary,0.35194002
682,whort,0.35187538
683,doggy,0.35185080
684,hoedown,0.35181414
685,piaffe,0.35172297
686,walker,0.35169369
687,herdic,0.35141185
688,bar,0.35133997
689,dogie,0.35132470
690,bowse,0.35127086
691,nosebag,0.35122970
692,crap,0.35114392
693,harlot,0.35106667
694,buckayro,0.35106115
695,lover,0.35103419
696,bearing,0.35101099
697,trade,0.35097730
698,gymkhana,0.35091810
699,hoblike,0.35088148
700,run,0.35085397
701,hen,0.35084323
702,unbridled,0.35083279
703,harquebus,0.35077223
704,goatish,0.35073492
705,bouse,0.35066071
706,studbook,0.35060317
707,tournament,0.35057942
708,hurst,0.35051696
709,housing,0.35047247
710,pigsty,0.35029835
711,harrow,0.35027588
712,torse,0.35022904
713,pastier,0.35019984
714,eohippus,0.35017566
715,wishbone,0.35008114
716,applejack,0.34998289
717,rodeoing,0.34980858
718,horsehide,0.34980445
719,henry,0.34979530
720,newmarket,0.34973928
721,dromond,0.34939904
722,manure,0.34930588
723,cossack,0.34930579
724,corn,0.34929407
725,hindquarter,0.34926909
726,yacht,0.34908658
727,thresh,0.34905792
728,hoppy,0.34901834
729,honky,0.34894548
730,woman,0.34890106
731,hedgepig,0.34889053
732,worth,0.34884787
733,zee,0.34883755
734,cabriole,0.34880784
735,back,0.34875766
736,shod,0.34865899
737,boot,0.34861408
738,bouvier,0.34860976
739,board,0.34860583
740,ball,0.34854002
741,hiccup,0.34849217
742,year,0.34846388
743,cowherd,0.34842482
744,doge,0.34840137
745,hotspur,0.34837047
746,cornhusker,0.34836598
747,paddocked,0.34836523
748,mighty,0.34834014
749,audad,0.34828732
750,losel,0.34825737
751,hombre,0.34824274
752,hot,0.34820109
753,good,0.34806798
754,bloodhound,0.34801014
755,yield,0.34799216
756,hospodar,0.34798693
757,fuel,0.34796244
758,hardmouthed,0.34789838
759,cowinner,0.34780700
760,male,0.34780469
761,carrot,0.34779706
762,sidesaddle,0.34775937
763,sole,0.34754382
764,hogg,0.34750209
765,charioted,0.34743273
766,clopping,0.34743107
767,basket,0.34738345
768,whip,0.34728164
769,transport,0.34727982
770,trouper,0.34727302
771,zebrine,0.34724057
772,hornless,0.34716954
773,quip,0.34715322
774,plane,0.34712849
775,hirsel,0.34709272
776,fore,0.34695789
777,cathouse,0.34691446
778,whooper,0.34685196
779,quadriga,0.34676345
780,crocodile,0.34674142
781,rock,0.34658203
782,fare,0.34657972
783,fowl,0.34657852
784,zoophile,0.34657129
785,hipped,0.34641228
786,croupe,0.34625735
787,bullet,0.34624539
788,equiseta,0.34623092
789,herdlike,0.34622240
790,rancher,0.34609240
791,reined,0.34607388
792,unhitched,0.34606901
793,post,0.34593206
794,petto,0.34592435
795,ousel,0.34589929
796,favor,0.34575122
797,brown,0.34573232
798,groom,0.34572091
799,whoreson,0.34561910
800,herdsman,0.34559206
801,river,0.34556925
802,truebred,0.34556554
803,bharal,0.34556176
804,herdman,0.34552341
805,goldfish,0.34551899
806,plow,0.34546770
807,coyote,0.34538233
808,cot,0.34534713
809,haunch,0.34530864
810,cowpat,0.34509795
811,stime,0.34505916
812,cock,0.34505430
813,sword,0.34502878
814,him,0.34500500
815,jackass,0.34495396
816,bousing,0.34490992
817,butt,0.34479311
818,ranch,0.34477852
819,astraddle,0.34472969
820,shaft,0.34459200
821,hogan,0.34459004
822,tame,0.34456356
823,bulbul,0.34451519
824,hotdog,0.34438328
825,money,0.34435707
826,buckra,0.34427142
827,crosse,0.34422250
828,hyp,0.34421739
829,sled,0.34414948
830,narwal,0.34409508
831,horst,0.34408883
832,argal,0.34400239
833,lot,0.34397660
834,horizontal,0.34396541
835,gorilla,0.34391028
836,sex,0.34387651
837,jock,0.34381554
838,horned,0.34380184
839,cycle,0.34378120
840,coin,0.34362780
841,haugh,0.34353834
842,fatstock,0.34352305
843,owner,0.34349546
844,hill,0.34349502
845,rail,0.34344046
846,sabot,0.34343407
847,strider,0.34342386
848,barnlike,0.34331229
849,foxhunted,0.34328724
850,hayride,0.34318274
851,beefalo,0.34309345
852,equipage,0.34307641
853,pod,0.34304318
854,hogget,0.34302249
855,hoard,0.34295151
856,fuck,0.34294306
857,athlete,0.34290760
858,borty,0.34285132
859,heelball,0.34285002
860,sire,0.34280931
861,drag,0.34270644
862,hobbler,0.34266458
863,lobber,0.34257649
864,crossbow,0.34256671
865,foxhunting,0.34256157
866,pole,0.34245627
867,hat,0.34244970
868,ponderosa,0.34242565
869,hawser,0.34238201
870,scar,0.34227425
871,bine,0.34223153
872,swineherd,0.34222526
873,zoril,0.34221853
874,barhop,0.34219982
875,tracked,0.34216503
876,brayed,0.34209818
877,straw,0.34209682
878,hob,0.34206389
879,kurbash,0.34200853
880,cornuto,0.34198556
