rank,word,similarity
598,court,0.36623868
599,path,0.36623298
600,access,0.36617013
601,cark,0.36612653
602,expression,0.36598889
603,ope,0.36580287
604,arris,0.36569846
605,reading,0.36558885
606,masterwork,0.36544534
607,intersection,0.36543185
608,discussion,0.36539414
609,enate,0.36538104
610,aching,0.36536775
611,wall,0.36536636
612,trick,0.36533607
613,unit,0.36529543
614,poesy,0.36522192
615,nice,0.36513448
616,stylate,0.36501801
617,martial,0.36500361
618,synth,0.36488263
619,home,0.36460071
620,imaging,0.36457690
621,trait,0.36453691
622,impressionism,0.36452621
623,natural,0.36445868
624,forming,0.36442016
625,learn,0.36441937
626,academicism,0.36440944
627,entry,0.36437433
628,estival,0.36426155
629,ritual,0.36423632
630,processing,0.36422010
631,ear,0.36419508
632,arcade,0.36414154
633,inartistically,0.36412893
634,alchemy,0.36406473
635,post,0.36405192
636,pointtillist,0.36401871
637,artery,0.36401360
638,stat,0.36394843
639,weapon,0.36391210
640,game,0.36377220
641,alchymy,0.36371793
642,choreography,0.36367201
643,airbrush,0.36364227
644,cartoon,0.36363040
645,agger,0.36361815
646,actor,0.36355439
647,doodling,0.36351480
648,dark,0.36347694
649,pose,0.36344628
650,photog,0.36343021
651,listening,0.36339421
652,real,0.36338669
653,book,0.36334983
654,preforming,0.36334318
655,nit,0.36332849
656,ace,0.36330467
657,aright,0.36325502
658,production,0.36323582
659,formalism,0.36317743
660,sgraffiti,0.36309178
661,piece,0.36307465
662,webwork,0.36305525
663,sculptured,0.36298421
664,itch,0.36292259
665,physical,0.36288568
666,mentation,0.36283759
667,venue,0.36274161
668,actorish,0.36262977
669,estheticism,0.36255936
670,flower,0.36251476
671,wear,0.36250457
672,crafty,0.36250036
673,arsenal,0.36249420
674,android,0.36246471
675,arbute,0.36237206
676,gothic,0.36237005
677,petition,0.36229511
678,posing,0.36227706
679,repair,0.36225546
680,humor,0.36211148
681,radio,0.36203600
682,etic,0.36202888
683,meth,0.36195450
684,eat,0.36189336
685,something,0.36178904
686,insculping,0.36172573
687,resolution,0.36169907
688,sculptor,0.36161741
689,talk,0.36159357
690,drug,0.36158719
691,matter,0.36141808
692,areic,0.36141474
693,phantasy,0.36141186
694,truth,0.36139945
695,new,0.36130779
696,lection,0.36128775
697,construct,0.36126962
698,arsis,0.36124987
699,ash,0.36122648
700,rest,0.36122056
701,arthritis,0.36116267
702,curatorial,0.36110123
703,did,0.36106232
704,breaking,0.36099989
705,bath,0.36098397
706,ariette,0.36095536
707,philosophy,0.36095041
708,parable,0.36091646
709,figure,0.36090187
710,schtick,0.36089922
711,haar,0.36089821
712,notation,0.36088516
713,audiovisual,0.36088379
714,pur,0.36087528
715,areally,0.36086417
716,stylizing,0.36060558
717,market,0.36058230
718,look,0.36053561
719,prod,0.36053216
720,aired,0.36037947
721,automatism,0.36037937
722,aquarelle,0.36033805
723,sketchbook,0.36029956
724,travel,0.36019117
725,met,0.36006828
726,scenography,0.36006653
727,read,0.36006535
728,law,0.36003898
729,reality,0.36003078
730,medical,0.35995942
731,feature,0.35992888
732,imagination,0.35991763
733,stime,0.35991616
734,ant,0.35989951
735,exhibition,0.35989688
736,advert,0.35985325
737,curating,0.35976640
738,digit,0.35975877
739,appearance,0.35975723
740,illustration,0.35965434
741,posting,0.35965395
742,tat,0.35961962
743,audit,0.35961865
744,tag,0.35957276
745,cool,0.35955535
746,water,0.35955223
747,opt,0.35947259
748,algebra,0.35942628
749,photomural,0.35940834
750,recital,0.35933736
751,unci,0.35932517
752,cartooning,0.35924960
753,alternative,0.35924758
754,arshin,0.35922559
755,landscape,0.35920692
756,renaissance,0.35919833
757,alto,0.35919198
758,sound,0.35916119
759,teaching,0.35911488
760,classic,0.35909428
761,handicraft,0.35897115
762,humour,0.35895475
763,body,0.35893720
764,rendering,0.35893340
765,bat,0.35891488
766,aestheticize,0.35876768
767,tort,0.35860719
